"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2016年5月29日","531.00","527.00","567.00","512.50","83.72K","0.76%"
"2016年5月28日","527.01","472.00","541.01","471.00","74.36K","11.65%"
"2016年5月27日","472.03","453.95","482.28","453.58","59.12K","3.98%"
"2016年5月26日","453.95","449.09","454.70","446.01","9.52K","1.09%"
"2016年5月25日","449.06","445.03","450.36","443.00","12.35K","0.91%"
"2016年5月24日","445.03","443.51","447.83","442.39","8.33K","0.31%"
"2016年5月23日","443.66","437.48","444.40","436.52","7.87K","1.41%"
"2016年5月22日","437.48","440.81","440.99","435.10","7.24K","-0.76%"
"2016年5月21日","440.81","441.57","442.16","436.98","6.22K","-0.17%"
"2016年5月20日","441.57","434.55","443.14","433.01","14.29K","1.51%"
"2016年5月19日","435.00","453.52","454.70","433.01","30.35K","-4.08%"
"2016年5月18日","453.51","453.24","456.89","451.53","7.16K","0.06%"
"2016年5月17日","453.24","453.00","454.91","451.03","7.63K","0.05%"
"2016年5月16日","453.00","457.89","458.95","451.01","8.77K","-1.07%"
"2016年5月15日","457.89","455.80","460.67","454.71","5.64K","0.46%"
"2016年5月14日","455.80","455.76","458.50","454.10","3.61K","0.01%"
"2016年5月13日","455.77","455.01","457.49","452.00","7.13K","0.17%"
"2016年5月12日","455.00","452.28","456.10","445.94","18.08K","0.60%"
"2016年5月11日","452.28","450.70","454.67","450.05","8.03K","0.35%"
"2016年5月10日","450.70","461.56","464.00","446.17","22.57K","-2.35%"
"2016年5月9日","461.56","459.87","465.40","457.80","15.12K","0.37%"
"2016年5月8日","459.87","460.20","461.62","456.04","6.45K","-0.07%"
"2016年5月7日","460.20","461.18","463.03","458.30","7.81K","-0.21%"
"2016年5月6日","461.18","448.40","465.00","448.00","26.54K","2.85%"
"2016年5月5日","448.40","447.38","450.43","446.15","10.79K","0.23%"
"2016年5月4日","447.38","450.39","450.98","445.08","7.05K","-0.67%"
"2016年5月3日","450.39","443.73","452.00","440.10","12.16K","1.50%"
"2016年5月2日","443.73","451.12","452.50","436.01","29.74K","-1.64%"
"2016年5月1日","451.11","446.60","452.95","445.69","3.90K","1.01%"
"2016年4月30日","446.60","455.32","455.98","445.07","10.58K","-1.92%"
"2016年4月29日","455.32","450.46","457.38","445.80","13.42K","1.08%"
"2016年4月28日","450.46","444.85","450.83","435.01","25.33K","1.21%"
"2016年4月27日","445.09","468.14","469.72","443.42","40.28K","-4.92%"
"2016年4月26日","468.14","461.77","471.99","461.77","18.72K","1.38%"
"2016年4月25日","461.77","463.02","471.58","455.00","25.90K","-0.27%"
"2016年4月24日","463.01","453.69","464.98","450.20","24.13K","2.05%"
"2016年4月23日","453.69","447.80","454.60","445.67","10.16K","1.32%"
"2016年4月22日","447.80","452.26","453.15","444.55","12.21K","-0.94%"
"2016年4月21日","452.03","443.93","454.50","442.27","17.83K","1.82%"
"2016年4月20日","443.95","437.81","446.49","436.60","21.25K","1.41%"
"2016年4月19日","437.76","430.03","439.00","428.55","12.05K","1.80%"
"2016年4月18日","430.04","428.51","430.91","426.52","7.58K","0.36%"
"2016年4月17日","428.51","432.52","433.49","426.37","8.48K","-0.82%"
"2016年4月16日","432.04","431.48","435.67","430.47","7.71K","0.13%"
"2016年4月15日","431.48","426.01","432.43","426.01","15.84K","1.28%"
"2016年4月14日","426.01","424.75","426.44","424.02","4.13K","0.30%"
"2016年4月13日","424.75","426.59","427.68","423.00","6.67K","-0.43%"
"2016年4月12日","426.59","423.74","430.00","423.70","14.77K","0.67%"
"2016年4月11日","423.74","421.32","423.88","418.80","6.40K","0.57%"
"2016年4月10日","421.32","418.47","422.82","417.49","4.25K","0.68%"
"2016年4月9日","418.47","418.50","418.76","412.00","6.33K","-0.01%"
"2016年4月8日","418.50","422.28","424.48","415.50","9.85K","-0.90%"
"2016年4月7日","422.28","422.57","422.86","417.78","7.73K","-0.07%"
"2016年4月6日","422.57","423.75","424.48","421.69","5.68K","-0.28%"
"2016年4月5日","423.75","420.46","424.57","419.61","7.26K","0.78%"
"2016年4月4日","420.46","420.60","421.20","416.25","5.75K","-0.03%"
"2016年4月3日","420.60","420.30","421.73","417.56","4.25K","0.07%"
"2016年4月2日","420.30","417.90","422.80","417.53","6.12K","0.66%"
"2016年4月1日","417.56","416.02","417.60","414.00","5.41K","0.37%"
"2016年3月31日","416.02","413.20","418.25","413.04","7.27K","0.68%"
"2016年3月30日","413.20","416.00","416.00","408.58","9.04K","-0.63%"
"2016年3月29日","415.81","424.06","426.41","407.50","23.30K","-1.95%"
"2016年3月28日","424.06","427.37","427.98","422.40","9.25K","-0.77%"
"2016年3月27日","427.37","416.71","430.95","415.79","22.33K","2.56%"
"2016年3月26日","416.71","416.00","418.74","414.51","5.04K","0.17%"
"2016年3月25日","416.00","415.30","417.03","413.03","3.69K","0.17%"
"2016年3月24日","415.30","418.12","418.12","414.00","7.56K","-0.67%"
"2016年3月23日","418.12","417.70","419.72","415.83","7.19K","0.10%"
"2016年3月22日","417.69","411.88","418.68","409.88","10.20K","1.41%"
"2016年3月21日","411.88","411.25","412.14","406.00","7.82K","0.15%"
"2016年3月20日","411.25","408.41","412.97","407.92","5.66K","0.70%"
"2016年3月19日","408.41","407.70","410.73","404.00","8.96K","0.17%"
"2016年3月18日","407.70","418.75","418.86","403.01","21.09K","-2.64%"
"2016年3月17日","418.75","417.28","420.60","416.67","8.31K","0.35%"
"2016年3月16日","417.28","415.50","418.00","413.96","7.07K","0.43%"
"2016年3月15日","415.50","415.91","418.81","412.78","9.63K","-0.12%"
"2016年3月14日","415.99","411.87","417.85","411.83","9.21K","1.01%"
"2016年3月13日","411.82","410.01","416.00","410.00","7.63K","0.44%"
"2016年3月12日","410.01","420.47","421.81","406.46","17.02K","-2.49%"
"2016年3月11日","420.49","416.51","423.60","415.50","15.46K","0.96%"
"2016年3月10日","416.51","413.05","417.17","410.70","13.71K","0.86%"
"2016年3月9日","412.94","411.35","414.50","407.76","9.03K","0.39%"
"2016年3月8日","411.35","412.62","415.90","406.00","10.23K","-0.33%"
"2016年3月7日","412.70","403.75","415.30","401.60","15.31K","2.18%"
"2016年3月6日","403.91","397.36","409.50","392.02","19.71K","1.65%"
"2016年3月5日","397.36","408.82","410.14","389.74","46.95K","-2.80%"
"2016年3月4日","408.82","420.56","423.99","407.66","21.75K","-2.79%"
"2016年3月3日","420.56","422.09","424.43","416.40","20.87K","-0.39%"
"2016年3月2日","422.22","434.82","436.31","421.12","16.46K","-2.90%"
"2016年3月1日","434.82","439.16","442.79","428.50","19.63K","-0.99%"
"2016年2月29日","439.16","434.45","444.79","430.51","20.40K","1.08%"
"2016年2月28日","434.47","434.21","437.77","422.10","19.86K","0.06%"
"2016年2月27日","434.21","435.49","437.97","431.81","11.59K","-0.25%"
"2016年2月26日","435.31","424.88","435.31","419.97","18.85K","2.45%"
"2016年2月25日","424.88","426.36","429.95","419.50","13.60K","-0.35%"
"2016年2月24日","426.36","421.40","427.48","410.69","22.43K","1.24%"
"2016年2月23日","421.13","440.25","442.64","416.27","32.43K","-4.35%"
"2016年2月22日","440.27","440.49","442.48","433.44","16.34K","-0.05%"
"2016年2月21日","440.48","438.70","451.24","428.26","43.01K","0.41%"
"2016年2月20日","438.70","419.77","445.02","419.72","47.48K","4.45%"
"2016年2月19日","419.99","421.50","422.54","412.00","13.26K","-0.36%"
"2016年2月18日","421.50","414.88","426.01","413.08","25.23K","1.60%"
"2016年2月17日","414.86","407.27","421.74","405.32","30.40K","1.86%"
"2016年2月16日","407.27","399.90","408.76","398.66","13.99K","1.84%"
"2016年2月15日","399.90","408.30","412.50","395.35","30.13K","-2.06%"
"2016年2月14日","408.30","392.99","408.66","392.97","29.47K","3.90%"
"2016年2月13日","392.99","382.94","393.00","382.56","14.73K","2.61%"
"2016年2月12日","382.98","377.99","383.53","377.09","10.15K","1.32%"
"2016年2月11日","378.00","380.90","383.00","372.25","14.52K","-0.76%"
"2016年2月10日","380.89","374.31","386.52","373.13","33.67K","1.85%"
"2016年2月9日","373.97","370.49","377.60","370.28","9.08K","0.94%"
"2016年2月8日","370.49","372.01","376.74","369.10","16.88K","-0.41%"
"2016年2月7日","372.01","373.71","377.78","369.20","13.06K","-0.47%"
"2016年2月6日","373.75","386.54","386.54","366.44","40.20K","-3.31%"
"2016年2月5日","386.54","389.80","392.57","384.50","16.90K","-0.84%"
"2016年2月4日","389.80","368.98","393.89","368.65","37.34K","5.64%"
"2016年2月3日","368.98","372.90","373.97","366.00","13.20K","-1.05%"
"2016年2月2日","372.90","371.42","374.75","369.90","10.44K","0.40%"
"2016年2月1日","371.42","365.52","378.96","363.26","24.84K","1.62%"
"2016年1月31日","365.50","376.96","378.90","362.57","14.85K","-3.04%"
"2016年1月30日","376.96","377.62","380.50","374.00","10.50K","-0.18%"
"2016年1月29日","377.63","378.39","385.31","360.23","62.20K","-0.20%"
"2016年1月28日","378.39","394.70","395.48","375.61","25.03K","-4.20%"
"2016年1月27日","394.97","391.32","396.99","389.66","8.54K","0.93%"
"2016年1月26日","391.32","390.96","398.00","387.48","13.32K","0.09%"
"2016年1月25日","390.98","402.77","402.77","384.00","22.66K","-2.93%"
"2016年1月24日","402.77","385.57","407.02","385.10","23.22K","4.46%"
"2016年1月23日","385.57","380.96","394.00","379.85","21.47K","1.21%"
"2016年1月22日","380.96","411.00","411.19","371.33","62.21K","-7.31%"
"2016年1月21日","411.00","419.55","424.57","405.02","29.03K","-2.01%"
"2016年1月20日","419.41","378.93","427.98","375.01","82.80K","10.67%"
"2016年1月19日","378.96","387.04","388.35","377.44","17.19K","-2.09%"
"2016年1月18日","387.04","382.02","389.43","375.11","19.55K","1.30%"
"2016年1月17日","382.07","388.44","392.79","378.82","20.63K","-1.63%"
"2016年1月16日","388.42","359.02","392.40","353.21","74.07K","8.24%"
"2016年1月15日","358.85","429.25","429.43","358.00","123.88K","-16.40%"
"2016年1月14日","429.25","431.08","434.91","426.03","13.30K","-0.42%"
"2016年1月13日","431.08","432.04","436.36","416.37","33.24K","-0.22%"
"2016年1月12日","432.05","449.26","449.63","429.34","20.66K","-3.83%"
"2016年1月11日","449.26","449.35","452.47","443.59","14.81K","-0.02%"
"2016年1月10日","449.35","449.23","450.26","441.01","13.75K","0.03%"
"2016年1月9日","449.23","454.00","456.01","447.46","8.76K","-1.05%"
"2016年1月8日","454.00","458.78","465.00","446.75","30.45K","-1.10%"
"2016年1月7日","459.05","428.89","461.89","427.11","55.66K","7.26%"
"2016年1月6日","427.99","431.84","432.17","425.03","8.74K","-0.89%"
"2016年1月5日","431.84","432.90","434.91","428.22","11.22K","-0.24%"
"2016年1月4日","432.90","428.64","435.67","426.97","13.02K","0.99%"
"2016年1月3日","428.66","432.70","433.07","422.00","19.18K","-0.93%"
"2016年1月2日","432.70","433.98","435.79","430.00","6.38K","-0.29%"
"2016年1月1日","433.98","429.02","436.49","426.26","12.97K","1.16%"
"2015年12月31日","429.02","424.70","432.57","412.53","21.49K","1.02%"
"2015年12月30日","424.70","431.79","434.00","420.00","22.10K","-1.66%"
"2015年12月29日","431.85","420.11","432.20","418.03","22.02K","2.76%"
"2015年12月28日","420.24","422.32","429.00","417.02","24.27K","-0.50%"
"2015年12月27日","422.37","416.51","424.89","407.00","27.80K","1.41%"
"2015年12月26日","416.51","455.47","459.31","405.55","96.51K","-8.55%"
"2015年12月25日","455.47","456.13","459.99","445.86","15.14K","-0.14%"
"2015年12月24日","456.13","442.62","459.05","442.45","20.08K","3.05%"
"2015年12月23日","442.62","435.65","445.76","434.61","16.26K","1.60%"
"2015年12月22日","435.65","437.52","443.62","433.45","18.50K","-0.52%"
"2015年12月21日","437.93","442.62","445.90","424.89","43.21K","-1.06%"
"2015年12月20日","442.62","462.44","462.70","431.75","46.39K","-4.29%"
"2015年12月19日","462.46","463.52","466.99","452.81","21.14K","-0.23%"
"2015年12月18日","463.52","455.57","466.60","452.01","27.21K","1.68%"
"2015年12月17日","455.84","454.95","458.50","446.29","17.77K","0.20%"
"2015年12月16日","454.95","466.01","467.00","440.02","67.34K","-2.48%"
"2015年12月15日","466.50","442.59","466.98","442.51","41.00K","5.40%"
"2015年12月14日","442.59","432.51","448.15","427.62","27.33K","2.21%"
"2015年12月13日","433.00","435.61","443.81","418.30","33.60K","-0.61%"
"2015年12月12日","435.67","457.00","475.00","404.39","106.47K","-4.52%"
"2015年12月11日","456.28","414.94","457.00","414.80","72.67K","9.96%"
"2015年12月10日","414.94","418.73","421.00","411.20","21.39K","-0.91%"
"2015年12月9日","418.73","422.00","426.05","406.50","53.65K","-0.49%"
"2015年12月8日","420.78","396.70","421.44","388.39","30.42K","6.07%"
"2015年12月7日","396.70","390.60","403.81","384.86","35.18K","1.56%"
"2015年12月6日","390.60","390.01","406.77","386.01","57.86K","0.15%"
"2015年12月5日","390.00","363.17","394.00","362.24","45.80K","7.39%"
"2015年12月4日","363.17","360.53","364.37","354.31","14.64K","0.68%"
"2015年12月3日","360.73","359.12","371.10","352.86","27.46K","0.44%"
"2015年12月2日","359.14","362.68","363.13","346.16","31.55K","-0.98%"
"2015年12月1日","362.68","376.88","379.99","353.24","44.10K","-3.77%"
"2015年11月30日","376.88","373.89","384.51","369.97","47.64K","0.96%"
"2015年11月29日","373.29","358.60","376.00","355.62","25.47K","4.06%"
"2015年11月28日","358.71","358.90","362.12","351.16","19.34K","-0.05%"
"2015年11月27日","358.90","354.00","366.70","348.18","35.90K","1.39%"
"2015年11月26日","353.99","329.85","369.08","329.35","80.51K","7.32%"
"2015年11月25日","329.85","320.10","331.03","316.05","20.61K","3.05%"
"2015年11月24日","320.10","323.63","323.76","315.84","9.62K","-1.09%"
"2015年11月23日","323.63","324.67","327.01","320.91","7.81K","-0.32%"
"2015年11月22日","324.66","327.84","327.85","320.36","7.34K","-0.88%"
"2015年11月21日","327.55","322.20","329.03","318.95","10.33K","1.66%"
"2015年11月20日","322.20","326.49","326.77","309.46","30.09K","-1.32%"
"2015年11月19日","326.50","335.94","336.39","324.45","18.95K","-2.81%"
"2015年11月18日","335.95","336.29","338.80","328.10","15.61K","-0.10%"
"2015年11月17日","336.29","332.10","342.50","331.05","27.34K","1.25%"
"2015年11月16日","332.14","320.52","335.00","315.22","25.78K","3.45%"
"2015年11月15日","321.07","333.37","336.39","315.00","31.61K","-3.70%"
"2015年11月14日","333.40","338.53","340.72","329.00","20.32K","-1.52%"
"2015年11月13日","338.54","337.61","343.57","326.22","30.12K","0.59%"
"2015年11月12日","336.57","314.25","346.20","314.14","57.48K","7.19%"
"2015年11月11日","314.00","340.20","343.60","300.78","116.71K","-7.70%"
"2015年11月10日","340.20","381.10","383.40","327.02","89.42K","-10.71%"
"2015年11月9日","381.01","374.11","388.84","360.90","38.12K","1.87%"
"2015年11月8日","374.00","384.87","390.32","365.74","30.58K","-2.76%"
"2015年11月7日","384.61","375.56","392.23","371.74","34.27K","2.41%"
"2015年11月6日","375.56","387.94","396.70","351.50","106.74K","-3.20%"
"2015年11月5日","387.96","409.23","449.12","371.00","157.82K","-5.20%"
"2015年11月4日","409.24","405.00","503.39","366.66","274.85K","0.97%"
"2015年11月3日","405.29","365.33","423.88","361.88","171.37K","11.04%"
"2015年11月2日","365.00","330.23","372.48","326.80","70.99K","10.38%"
"2015年11月1日","330.69","316.00","333.49","313.60","25.68K","4.65%"
"2015年10月31日","316.00","328.20","335.43","307.20","42.94K","-3.71%"
"2015年10月30日","328.19","314.88","336.00","313.82","62.92K","4.23%"
"2015年10月29日","314.88","304.50","321.15","301.51","51.16K","3.41%"
"2015年10月28日","304.50","295.29","307.99","295.29","35.57K","3.16%"
"2015年10月27日","295.17","287.22","298.68","287.11","26.75K","2.77%"
"2015年10月26日","287.22","284.70","287.86","282.25","17.19K","0.85%"
"2015年10月25日","284.79","284.19","295.99","281.20","43.57K","0.21%"
"2015年10月24日","284.19","279.21","284.47","279.00","13.33K","1.78%"
"2015年10月23日","279.21","275.83","280.90","275.15","15.81K","1.23%"
"2015年10月22日","275.83","267.80","279.96","267.30","27.29K","3.00%"
"2015年10月21日","267.80","270.99","272.27","264.12","10.60K","-1.17%"
"2015年10月20日","270.97","265.10","273.90","264.46","14.40K","2.23%"
"2015年10月19日","265.05","265.01","268.28","262.39","10.98K","0.00%"
"2015年10月18日","265.04","272.90","274.65","263.32","15.65K","-2.89%"
"2015年10月17日","272.94","263.45","275.12","258.32","42.83K","3.59%"
"2015年10月16日","263.47","255.19","267.83","254.92","21.91K","3.24%"
"2015年10月15日","255.19","253.50","257.49","253.44","10.47K","0.65%"
"2015年10月14日","253.54","251.25","255.93","250.10","10.29K","0.91%"
"2015年10月13日","251.25","246.17","253.40","244.08","16.63K","2.10%"
"2015年10月12日","246.09","247.99","248.45","245.37","5.15K","-0.74%"
"2015年10月11日","247.92","246.01","248.71","244.83","4.87K","0.78%"
"2015年10月10日","246.01","244.82","246.40","243.56","4.20K","0.49%"
"2015年10月9日","244.82","243.00","245.45","242.63","3.64K","0.76%"
"2015年10月8日","242.97","244.00","245.63","242.62","5.98K","-0.50%"
"2015年10月7日","244.20","247.36","247.93","243.50","8.75K","-1.28%"
"2015年10月6日","247.36","242.00","249.01","241.51","16.29K","2.21%"
"2015年10月5日","242.01","239.50","242.67","237.21","12.26K","1.05%"
"2015年10月4日","239.50","239.79","240.93","239.30","2.04K","-0.12%"
"2015年10月3日","239.79","237.86","241.11","237.68","6.22K","0.81%"
"2015年10月2日","237.86","238.48","240.00","237.33","5.61K","-0.26%"
"2015年10月1日","238.48","236.49","240.09","236.20","6.11K","0.84%"
"2015年9月30日","236.49","236.80","238.78","235.12","5.21K","-0.13%"
"2015年9月29日","236.80","240.43","241.50","236.61","9.41K","-1.51%"
"2015年9月28日","240.43","233.37","241.42","233.37","12.49K","3.03%"
"2015年9月27日","233.37","234.63","234.78","233.06","2.61K","-0.54%"
"2015年9月26日","234.63","235.26","235.91","233.80","4.80K","-0.27%"
"2015年9月25日","235.26","234.65","237.64","233.05","9.87K","0.26%"
"2015年9月24日","234.65","230.54","236.25","230.54","15.50K","1.78%"
"2015年9月23日","230.54","231.11","232.98","230.03","5.70K","-0.32%"
"2015年9月22日","231.27","227.22","233.25","224.49","18.74K","1.78%"
"2015年9月21日","227.22","232.12","232.96","226.38","9.26K","-2.11%"
"2015年9月20日","232.12","232.09","233.22","231.40","3.48K","0.01%"
"2015年9月19日","232.09","233.78","234.18","231.43","4.96K","-0.72%"
"2015年9月18日","233.78","233.61","236.20","232.53","8.68K","0.07%"
"2015年9月17日","233.61","228.99","235.70","228.99","11.26K","2.02%"
"2015年9月16日","228.99","230.93","232.12","227.35","8.81K","-0.84%"
"2015年9月15日","230.93","230.89","232.93","229.51","6.85K","0.02%"
"2015年9月14日","230.89","230.96","233.78","228.41","9.71K","-0.03%"
"2015年9月13日","230.96","235.77","236.85","228.95","12.44K","-2.04%"
"2015年9月12日","235.77","240.60","241.00","235.33","9.85K","-2.01%"
"2015年9月11日","240.60","239.49","242.87","239.40","7.12K","0.46%"
"2015年9月10日","239.49","238.95","241.90","237.01","10.81K","0.23%"
"2015年9月9日","238.95","244.20","245.57","238.50","14.37K","-2.15%"
"2015年9月8日","244.20","240.85","247.68","240.27","16.34K","1.39%"
"2015年9月7日","240.85","240.97","243.00","239.03","6.95K","-0.05%"
"2015年9月6日","240.97","235.84","246.54","235.50","20.52K","2.18%"
"2015年9月5日","235.84","230.89","239.71","230.01","12.20K","2.14%"
"2015年9月4日","230.89","227.25","231.62","227.08","10.81K","1.60%"
"2015年9月3日","227.25","229.71","229.88","226.24","6.91K","-1.07%"
"2015年9月2日","229.71","228.24","231.76","226.52","9.01K","0.64%"
"2015年9月1日","228.24","231.35","232.33","226.57","9.83K","-1.34%"
"2015年8月31日","231.35","229.99","233.69","225.31","11.02K","0.59%"
"2015年8月30日","229.99","230.75","233.49","225.76","8.70K","-0.33%"
"2015年8月29日","230.75","231.83","233.94","227.16","10.10K","-0.47%"
"2015年8月28日","231.83","225.80","237.31","220.15","27.31K","2.67%"
"2015年8月27日","225.80","226.12","229.22","224.00","11.63K","-0.18%"
"2015年8月26日","226.21","222.66","232.18","220.11","23.85K","1.59%"
"2015年8月25日","222.66","210.50","227.89","198.00","69.53K","5.78%"
"2015年8月24日","210.50","228.10","228.64","208.53","53.50K","-7.89%"
"2015年8月23日","228.53","230.27","232.88","225.59","12.01K","-0.76%"
"2015年8月22日","230.27","232.17","234.63","221.97","20.89K","-0.82%"
"2015年8月21日","232.17","235.54","236.43","230.52","13.00K","-1.43%"
"2015年8月20日","235.54","226.32","237.81","226.27","26.46K","4.11%"
"2015年8月19日","226.24","193.96","239.44","193.96","93.88K","23.62%"
"2015年8月18日","183.01","258.49","258.50","171.00","72.15K","-29.20%"
"2015年8月17日","258.49","259.90","262.01","257.50","9.90K","-0.54%"
"2015年8月16日","259.90","262.20","262.90","256.50","27.30K","-0.85%"
"2015年8月15日","262.14","266.32","267.76","260.96","10.49K","-1.48%"
"2015年8月14日","266.09","264.47","268.88","262.15","13.43K","0.61%"
"2015年8月13日","264.47","267.09","268.00","263.33","12.91K","-0.98%"
"2015年8月12日","267.09","271.96","273.75","265.80","16.28K","-1.79%"
"2015年8月11日","271.96","265.10","271.97","264.81","12.67K","2.59%"
"2015年8月10日","265.10","265.58","267.68","262.17","10.70K","-0.18%"
"2015年8月9日","265.58","261.34","267.60","260.73","21.20K","1.62%"
"2015年8月8日","261.34","280.19","280.31","260.62","36.82K","-6.70%"
"2015年8月7日","280.12","279.08","281.00","276.07","12.44K","0.37%"
"2015年8月6日","279.08","282.61","282.61","278.08","10.15K","-1.25%"
"2015年8月5日","282.61","285.47","285.94","281.61","7.69K","-1.00%"
"2015年8月4日","285.47","281.28","285.94","281.28","12.06K","1.49%"
"2015年8月3日","281.27","282.44","287.00","279.70","14.67K","-0.43%"
"2015年8月2日","282.49","280.31","283.29","276.28","11.77K","0.77%"
"2015年8月1日","280.33","284.45","284.99","276.54","12.28K","-1.45%"
"2015年7月31日","284.45","288.21","289.85","282.00","14.63K","-1.30%"
"2015年7月30日","288.21","289.92","290.98","285.00","12.16K","-0.59%"
"2015年7月29日","289.92","295.23","295.38","286.59","15.75K","-1.80%"
"2015年7月28日","295.23","294.84","298.89","293.61","14.44K","0.13%"
"2015年7月27日","294.84","293.01","298.74","286.00","25.41K","0.62%"
"2015年7月26日","293.01","289.36","294.50","288.15","9.30K","1.26%"
"2015年7月25日","289.36","288.60","292.35","286.40","11.82K","0.26%"
"2015年7月24日","288.60","276.48","289.93","276.02","24.08K","4.37%"
"2015年7月23日","276.51","277.99","278.44","275.56","5.44K","-0.53%"
"2015年7月22日","277.99","275.78","278.38","274.50","11.13K","0.80%"
"2015年7月21日","275.78","280.20","282.08","275.25","13.40K","-1.62%"
"2015年7月20日","280.31","275.03","280.46","273.50","11.82K","1.92%"
"2015年7月19日","275.03","277.25","279.18","274.69","7.94K","-0.80%"
"2015年7月18日","277.25","279.85","283.33","276.12","15.40K","-0.93%"
"2015年7月17日","279.85","278.94","281.50","272.08","25.52K","0.33%"
"2015年7月16日","278.93","285.43","294.30","275.24","53.00K","-2.28%"
"2015年7月15日","285.44","286.87","294.38","283.53","21.92K","-0.50%"
"2015年7月14日","286.87","292.65","297.13","286.11","23.27K","-1.98%"
"2015年7月13日","292.65","311.15","312.00","284.51","74.07K","-5.94%"
"2015年7月12日","311.12","300.57","316.02","300.50","61.47K","8.52%"
"2015年7月10日","286.70","269.22","292.66","268.59","68.25K","6.49%"
"2015年7月9日","269.22","269.97","272.80","267.98","24.11K","-0.59%"
"2015年7月8日","270.83","269.50","271.40","267.40","27.02K","2.00%"
"2015年7月7日","265.51","268.84","268.90","263.34","45.25K","-3.39%"
"2015年7月6日","274.83","270.10","276.55","268.15","61.92K","3.63%"
"2015年7月5日","265.20","260.58","265.27","258.00","14.57K","1.77%"
"2015年7月4日","260.58","256.09","261.93","253.58","9.77K","1.77%"
"2015年7月3日","256.05","254.52","256.90","252.11","11.55K","0.60%"
"2015年7月2日","254.52","258.10","262.58","253.00","17.29K","-1.39%"
"2015年7月1日","258.10","262.89","264.78","253.51","21.83K","-1.82%"
"2015年6月30日","262.89","256.69","268.86","254.72","47.01K","2.42%"
"2015年6月29日","256.69","248.71","257.70","248.57","34.74K","3.20%"
"2015年6月28日","248.72","251.61","252.06","247.25","12.89K","-1.15%"
"2015年6月27日","251.61","243.29","251.77","242.60","18.14K","3.42%"
"2015年6月26日","243.29","242.05","243.90","240.64","10.14K","0.51%"
"2015年6月25日","242.05","239.80","242.99","239.50","9.22K","0.94%"
"2015年6月24日","239.80","244.25","244.25","239.50","15.32K","-1.82%"
"2015年6月23日","244.25","246.67","247.35","242.33","11.61K","-0.98%"
"2015年6月22日","246.67","244.25","247.99","243.50","18.48K","0.99%"
"2015年6月21日","244.25","245.38","245.69","241.09","8.15K","-0.46%"
"2015年6月20日","245.38","244.58","245.90","240.05","24.30K","0.33%"
"2015年6月19日","244.58","249.51","252.12","243.73","23.64K","-1.98%"
"2015年6月18日","249.51","248.95","253.70","243.00","27.90K","0.22%"
"2015年6月17日","248.95","252.08","259.10","246.11","47.81K","-1.24%"
"2015年6月16日","252.08","236.98","253.90","236.00","50.14K","6.37%"
"2015年6月15日","236.98","233.54","238.16","233.35","19.15K","1.47%"
"2015年6月14日","233.54","232.87","235.44","232.51","8.29K","0.29%"
"2015年6月13日","232.87","229.44","233.50","228.40","11.07K","1.49%"
"2015年6月12日","229.44","230.00","231.34","229.12","9.92K","-0.17%"
"2015年6月11日","229.82","228.60","230.70","228.60","9.41K","0.53%"
"2015年6月10日","228.60","229.06","229.95","227.50","10.79K","-0.20%"
"2015年6月9日","229.05","228.76","232.02","227.79","16.32K","0.13%"
"2015年6月8日","228.76","223.26","230.63","223.26","28.89K","2.46%"
"2015年6月7日","223.26","225.66","226.67","222.29","17.35K","-1.06%"
"2015年6月6日","225.65","224.51","226.85","223.90","6.73K","0.51%"
"2015年6月5日","224.51","223.24","229.23","222.69","17.66K","0.57%"
"2015年6月4日","223.24","225.11","225.77","222.64","11.04K","-0.83%"
"2015年6月3日","225.11","224.68","227.00","222.26","17.15K","0.19%"
"2015年6月2日","224.68","222.00","226.00","220.97","16.50K","1.21%"
"2015年6月1日","222.00","228.70","230.89","219.75","31.97K","-2.93%"
"2015年5月31日","228.70","232.54","232.69","227.13","11.67K","-1.65%"
"2015年5月30日","232.54","236.52","236.73","230.68","14.70K","-1.68%"
"2015年5月29日","236.52","236.86","237.16","235.02","6.85K","-0.14%"
"2015年5月28日","236.86","236.85","237.50","235.92","5.85K","0.00%"
"2015年5月27日","236.85","237.36","239.30","235.56","9.11K","-0.21%"
"2015年5月26日","237.36","237.10","238.50","235.27","8.82K","0.11%"
"2015年5月25日","237.10","240.96","241.12","236.10","8.68K","-1.60%"
"2015年5月24日","240.95","238.81","242.98","238.55","7.19K","0.90%"
"2015年5月23日","238.81","240.97","241.18","237.56","8.51K","-0.90%"
"2015年5月22日","240.97","235.27","241.83","234.59","22.83K","2.42%"
"2015年5月21日","235.27","234.24","236.49","233.92","10.51K","0.44%"
"2015年5月20日","234.24","231.70","235.24","231.56","11.45K","1.10%"
"2015年5月19日","231.70","232.82","235.70","231.19","5.97K","-0.48%"
"2015年5月18日","232.82","236.15","237.25","229.00","14.19K","-1.44%"
"2015年5月17日","236.22","235.70","238.02","235.62","4.80K","0.22%"
"2015年5月16日","235.70","237.30","237.58","234.01","6.05K","-0.67%"
"2015年5月15日","237.30","236.68","238.92","233.88","9.55K","0.26%"
"2015年5月14日","236.68","235.70","238.20","232.10","19.41K","0.37%"
"2015年5月13日","235.80","241.92","245.00","234.34","28.22K","-2.47%"
"2015年5月12日","241.78","242.47","244.39","240.86","13.11K","-0.28%"
